Source_label,Z,L,D
2,??? ??? ?? ?? ?????? ?????,??? ????? ?? ?? ?????? ????,??? ??? ?? ?? ?????? ???
2,???? ?????,???? ?????,???? ?????
2,??? ??? ??? ??? ?? ??? ???? ?? ???????,??? ??? ??? ??? ?? ??? ??? ??? ??? ???? ??????,??? ??? ??? ??? ?? ??? ????? ??? ??? ??????
2,???? ??? ??? ?????? ?????? ?? ??????,?? ??? ??? ????? ????? ?? ????? ????,?? ??? ??? ????? ?????? ?? ??????
2,??? ???????????? ????? ?? ???? ??? ??? ????? ??????,?? ????????????????? ??? ???? ??? ??? ????? ????,??? ????? ?????? ????? ?? ???? ??? ??? ???? ?????
2,?? ??? ??? ?????? ???? ??? ?? ??? ???? ???? ??? ????,?? ??? ??? ????? ?? ??? ??? ???? ???? ???? ??? ???,? ??? ??? ????? ??? ???? ????? ???? ??? ???
2,??? ??? ???? ??????? ??? ???? ????? ???? ????? ??????,??? ??? ????? ??????? ??? ???? ????? ??? ????? ?????,??? ????? ??????? ??? ???? ????? ??? ????? ?????
2,?? ??? ???? ??? ??? ?,?? ??? ???? ??? ????,?? ??? ???? ??? ???…?
2,????? ????,?? ??????,????? ??
2,"??? ??? ???? ??? ??? ???? ???? ??????? ??? ????? ???? ???? ?? ?? ??? ?? ?? ???? ????? ??? ???? ???? ???? ??? ??? ??? ??????
",?? ??? ???? ??? ??? ???? ???? ?????? ???? ????? ???? ???? ?? ?? ??? ??? ???? ???? ????? ???? ???? ???? ??? ??? ??? ?????,??? ??? ???? ??? ??? ???? ???? ?????? ??????? ???? ???? ???? ?? ?? ??? ? ??? ???? ????? ??? ??? ??? ?? ???? ??? ??? ??????
2,??? ??? ???? ????? ???? ???? ???? ?? ??? ????? ?????,?? ??? ????? ?????? ???? ???? ???? ?? ???? ????? ?? ????,??? ??? ???? ????? ???????? ???? ???? ? ???? ????? ????
2,??? ????? ??? ?? ???????,??? ????? ??? ?? ???????,??? ????? ??? ?? ??????
2,??? ??? ?????? ?? ?? ?????! ????? ??????,?? ?? ????? ?? ?? ?????????? ???????,??? ? ????? ?? ?? ?????! ???? ??????…?
2,?? ?? ???????? ???,?? ?? ???????? ???,??? ???????? ???
2,?? ??? ??? ???? ??? ????? ??? ???? ?? ?? ???? ??? ?????,? ??? ??? ??? ???? ??? ???? ???? ?? ????? ??? ?????,?? ??? ??? ???? ??? ???? ??? ???? ?? ? ???? ??? ?????
2, ??? ???? ??? ????? ???? ???? ????? ????,??? ????? ???? ???? ?? ???? ???? ?????,??? ???? ??? ????? ???? ???? ???? ???
2,?????? ?????? ??? ?? -???? ????? ?????? ?? ??? ???? ???????? ????? ??? ??? ??? ???? ????? ???????,???? ??? ???????? ???? ????? ???? ????? ?? ??? ???? ???????? ?????? ?? ??? ??? ???? ????? ??????,??????? ?????? ??? ?????? ????? ????? ? ??? ???? ???????? ????? ?? ??? ?? ??? ???? ????? ?????
2,?-???? ?????????? ???? ?? ????? ???????? ????? ?? ?? ??? ??? ?? ??????,? ???? ????????? ???? ?? ??? ?????? ????? ?? ?? ??? ??? ?? ?????,?????? ????????? ???? ?? ??? ?????? ????? ?? ???? ??? ?? ?????
2,"?? ????? ??? ???????? ? -?????
???????? ??? ??? ?? ?? ???????? ???? ????????
",?? ???? ???????? ?????? ?????? ??? ??? ??? ?? ?? ???????? ???? ???????,?? ??? ? ???????? ??????? ???????? ??? ??? ?? ?? ???????? ??? ??????
2,"? -????? ??????  ????? ?????? ??????? ???? ????? ???? ??????? ????? ???????? ???? ???? ???? ???? ????? ???? ???????? ?? ???????
",? ???? ?????? ????? ??? ??? ??????? ??? ????? ??? ??????? ????? ??????? ???? ? ???? ???? ???? ????? ???? ?????? ??? ?? ??????,?? ???? ?????? ??????? ?????? ???? ????? ??? ?????? ????? ??????? ???? ????? ???? ???? ????? ???? ??????? ?? ??????
2,"??????? ?????? ??? ????? ??? ??? ?? ??? ??? ??????? ???? ???? ???? ??? ??????? 
",??????? ?????? ???? ??? ?? ??? ?? ??????? ???? ???? ???? ??? ????? ,??????? ?????? ??? ????? ??? ??? ?? ??? ??? ??????? ???? ???? ???? ??? ?????
2,?????? ???? ?? ??? ???? ?????,?????? ???? ??? ??? ?? ??? ??? ???? ???? ,?????? ????? ???  ??? ??? ??? ?????
2,?????? ?? ??? ??????? ???? ????? ???? ????,????? ??? ??? ?????? ???? ????? ???? ????,?????? ?? ??? ??????? ???? ????? ???? ????
2,"???? ??? ???? ?? ??? ???? ??? ??????
",???? ??? ???? ?? ??? ???? ??? ?????? ,???? ??? ???? ?? ??? ???? ???? ?????
2, ?-????? ??? ??????? ???? ?????? ??? ??????,? ???? ??? ??????? ???? ????? ??? ?????,?? ???? ??? ?????? ???? ?????? ??? ????
2,"????? ?????????? ??? ??? ???? ????? ?????? ???? ???? ??????? ?? ????? ??? ???? ???? ?? ???????
","????? ????????? ??? ?? ???? ????? ?????? ???? ???? ??????? ?????? ??? ???? ???? ?? ???????
",????? ?????? ??? ??? ?? ???? ????? ?????? ???? ???? ??????? ?????? ??? ??? ????? ?? ??????
2,"?????? ???? ??? ?? ??????? ???
??? ???? ?? ?? ??????? 
",???? ????(??????) ??? ??? ?? ?????????? ?? ??? ?? ?? ???????, ?????? ??? ??? ?? ????? ??? ??? ??? ?? ?? ?????
2,?? ???? ??? ?? ???? ????? ??? ?????? ,?? ???? ??? ?? ???? ???? ??? ????? ,?? ???? ??? ?? ???? ????? ??? ??????
2,"??? ????? ??? ?????? ?????
",??? ??? ?? ?????? ???? ,??? ???? ??? ?????? ????
2,?? ???? ?? ?? ?????? ?????? ??? ????,?? ???? ?? ?????? ?????? ??? ???,?? ???? ??? ?????? ?????? ??? ???
2,??? ??????? ??? ??? ??? ????? ?? ???? ??? ????????,??? ????? ? ??? ??? ????? ????? ??? ???????,??? ????? ? ??? ??? ???? ? ???? ??? ????????
2,???? ?? ?? ??????? ?????,???? ?? ?? ??????? ?????,???? ?? ? ?????? ?????
2,???? ??? ?? ??? ??????,???? ??? ?? ??? ?????,???? ??? ?? ??? ??????
2,??????? ???? ??????,??????? ???? ?????,?????? ???? ??????
2,"???? ?????? ??? ??? ?? ??? ??? ??? ?????? ???? ?? ????? ?????? ??? ??? ?? ?? ??? ????? ???? ???? 
",???? ???? ?? ??? ???? ??? ??? ????? ???? ?? ??? ?? ?????? ??? ??? ?? ????? ???? ????,???? ?? ??? ??? ? ?? ?? ??? ??? ????? ??? ?? ??? ???? ????? ??? ??? ?? ? ??? ????? ????? ????
2,???? ????? ?????? ?? ??? ??? ?????? ??? ????? ??????? ,????? ???? ???? ?? ??? ??????? ??? ? ????? ??????,???? ???? ???? ? ??? ??? ?????? ??? ????? ?????
2,"???? ????? (?????) ????
",???? ???? ???,???? ????? (?????) ???
2,???? ???? ?????? ???? ??? ?? ???? ???? ???? ?????? ??? ???? ??????? ,???? ???? ???? ???? ?? ?? ???? ???? ??? ?????? ?????? ??? ???? ??????,???? ???? ???? ???? ??? ?? ???? ???? ????? ????? ??? ???? ?????
2,?? ???? ??? ?? ???? ?????? ,?? ???? ?? ??? ???? ?????,?? ????? ??? ?? ???? ?????
2,?? ??? ???????? ,?? ??? ?????,?? ??? ?????
2,??? ?? ??? ??? ???? ??? !,??? ?? ??? ??? ???? ????,??? ?? ??? ??? ???? ????
2,"?? ????? ??? ??? ????????
",?? ????? ? ??? ?????? ????,?? ?? ??? ???? ? ??? ????? ????
2,??? ?? ?? ?????? ??????? ??????? ??? ?? ?????? ???? ?? ??? ???? ??? ?????? ???? ????? ????? ????? ?????,?? ?? ?? ?????? ???? ?? ????? ? ?? ?? ?????? ???? ?? ??? ???? ?????? ? ???? ???? ?????? ????? ????,?? ?? ?? ?????? ????? ?? ????? ?? ?? ?????? ???? ?? ??? ???? ? ?????? ???? ????? ????? ????? ????
2,"?? ?? ?????? ???? ??? ?????? ???????? ????????
",?? ?? ????? ???? ??? ?????? ???? ???? ???????,?? ?? ?????? ????? ???? ?????? ???? ???? ????????
2," ???? ??? ?? ???? ????? ?? ????
????????",???? ? ?? ???? ????? ?? ???? ?? ???????,???? ? ?? ???? ????? ? ???? ????????
2,"??? ????? 
",??? ????,??? ????
2,?? ??? ?? ???? ?? ????? ???? ???? ??? ???? ??????? ?? ???? ??? “??! ???? ?????? ! ” ?? ?????,?? ?? ???? ?? ???? ???? ?? ??? ???? ???? ?? ?? ???? ?? “?? ???? ????? !” ?? ????,????? ?? ??? ??? ????? ?????? ??? ???? ?????? ?? ???? ??? “??! ???? ??????!” ?? ????
2,"????? ???? ???? ??? ?????? ?? ???? 
",?? ??? ?????? ???? ???? ???? ??? ????? ?? ????,????? ???? ???? ??? ????? ?? ????
2," ??? ?????? ??? ???? ??? ?????? 
",??? ???? ?? ??? ??? ???? ?? ??????, ??? ????? ??? ???? ??? ??????
2,??? ??? ??? ?? ????? ,??? ??? ??? ?? ????,??? ??? ??? ??????
2,??? ?? ????? ???? ?????? ?? ???? ?? ???,??? ?? ??? ???? ???? ?? ???? ? ???,??? ?? ??? ???? ????? ?? ???? ? ???
2,???? ??? ?? ?? ???? ??? ???? ?? ????? ???? ?? ???? ... ?? ?? ???? ???.?,??? ??? ?? ???? ??? ???? ???? ?? ???? ?? ?? ???? ????, ??? ??? ?? ? ??? ??? ???? ? ????? ???? ?? ????…?? ?? ???? ???…?
2, ???? ?? ?? ???... ?????,???? ? ?? ?? ??? ???? ,???? ?? ?? ???…” ????
2,"""??? ???? ??????? ??? ??"" ???? ?? ????? ??? ???? ???? ??? ??? ????? ??? ????? ?? ?????


",“??? ????? ????? ?? ???? ??” ??? ?? ???? ???? ???? ???? ??? ?? ???? ??????? ? ?????? ,“??? ????? ??????? ???” ???? ?? ????? ???? ???? ???? ??? ??? ????? ?? ????? ?? ????
2,"""??"" ?? ????? ",“??” ?? ????? ,“??” ?? ?????
2,"???? ??? ?? ??? ???????? ???? ???? ?????

",???? ??? ?? ??? ?????? ???????? ???? ???? ????,???? ??? ??? ???????? ??? ???? ????
2,"""?????? ?? ????? ?? ??? ?????? ?? ????????”","""?????? ?? ?????? ?? ??? ?????? ?? ????????”",“?????? ?? ????? ?? ??? ?????? ?? ??????”
2,"""???? ?? ??? ?????? ?? ???? ?? ??? ????? ?? ?????“
","""???? ?? ??? ???????  ???? ? ??? ????? ?? ?????“


",“???? ?? ??? ??????? ???? ? ??? ???? ?? ?????
2,“???? ?? ??? ??? ?”,“?? ?? ??? ???? ?”,“?? ??? ????…?”
2,"“??? ?? ???? ?? ?? ??? ??? ?????? ?? ?????? ?????? ?? ???? ???”
","“??? ?? ???? ?? ???? ??? ?????? ?? ?????? ????? ???? ???”
",“??? ?? ???? ?? ? ??? ??? ?????? ?? ????? ?????? ?? ?????“
2,"??? ???? ???? ?????? ????? ???? ??? ???? ??? ????? ???? ????? ???? ??? ??? ?? ?? ??? ??? ??? ????? 
","??? ??? ???? ????? ????? ???? ??? ???? ??? ????? ???? ????? ???? ??? ??? ?? ?? ??? ??? ??? ????? 
",??? ??? ???? ????? ????? ???? ??? ???? ??? ????? ???? ????? ???? ?? ??? ?? ?? ???? ??? ??? ?????
2,"??? ????? ??? ??? ???? ???
- ?? ?? ???? ??? …?","??? ????? ??? ??? ???? ????
- ?? ?? ???? ???? …?",??? ????? ??? ??? ???? ????- ?? ?? ???? ????…?
2,"??? ?? ??? ????? ??? ?? ??? ??? ??? ?? ????? ???? ??? ... “????? ????...” ???? ??? ?????
","??? ???? ????? ??? ? ??? ??? ??? ?? ????? ???? ??? ... “????? ????...” ??? ???? ?????
",??? ? ??? ????? ??? ? ??? ??? ??? ? ????? ???? ??? …”????? ???? …” ??? ????? ????
2,"??? ??? ??? ????? ???? ??? ?? ?????? ?????? ????? ?? ??? ??????? ??? ??? ?????? ????

","??? ??? ??? ????? ???? ??? ?? ????? ????? ????? ?? ??? ????? ??? ??? ????? ????

",??? ??? ??? ???? ???? ??? ?? ????? ????? ????? ?? ??? ????? ??? ????? ????
2,???????? ?? ??? ???? ?? ?? ????? ????? ???? “??” ?? ?? ?? ??????,??????? ? ??? ???? ?? ?? ????? ????? ???? “??” ?? ? ?? ??????, ?????? ??? ???? ?? ?? ????? ?????? ???? “?…?” ?? ??? ?????
2,"“?? ???? ??… ???? ?? ?“

","“?? ???? ??… ??? ? ?“

",“?? ???? ??…?????”
2,"""?? ?? ??? ???? ???”","""?? ?? ??? ?? ???”",“?? ?? ???? ???”
2,"“???????? ?????? ?? ?? ?? ???? ???? ??? ??? ?? ??? ?? ?? ??? ?? ?? ???!""
","“???????? ?????? ?? ?? ? ???? ???? ??? ???? ??? ?? ?? ??? ?? ?? ???!""
","“????????????????? ?? ? ???? ???? ??? ??? ??? ??? ?? ?? ??? ?? ?? ????!"""
2,"??? ?? ??? ???? ??? ?? ??? ???? ?????? ???? ?? ???? ?? ??? ?? ?? ??? ??? ??? ?? ??? ???? ??? ?????? ??????? 
","??? ?? ??? ???? ??? ?? ??? ???? ????? ?? ?? ???? ?? ??? ?? ?? ??? ??? ??? ? ??? ???? ??? ?????? ??????? 
",??? ?? ??? ???? ?? ?? ? ??? ???? ??????? ? ?? ????? ??? ?? ?? ??? ??? ??? ? ??? ???? ???? ???? ??????
2,?? ????? ?????? ?? ??? ???? ????? ???? ?? ??? ??????,?? ????? ?????? ?? ??? ???? ????? ??? ?? ??? ??????,?? ????? ????? ?? ??? ???? ????? ??? ? ??? ?????
2,"?? ????? ????? ???? ???? ??? ??? ???? ????
","?? ????? ????? ???? ???? ??? ??? ???? ????
",?? ???? ????? ???? ???? ??? ??? ???? ??? ????
2,"“????? ?... ?? ????? ?? ????? ???? ??? ???? ???? ??! ????? ?? ?…?"" ?? ??? ????? ?? ???? ?? ????? ??????? ","“????? ?... ?? ????? ?? ????? ???? ??? ????? ???? ??! ????? ??? ?…?"" ?? ??? ????? ?? ???? ?? ????? ??????? ",“ ????? ?… ?? ????? ?? ????? ???? ??? ????? ???? ??! ??????…?” ?? ??? ???? ?? ??? ?? ???? ??????
2,?? ???? ????? ?????? ???? ???? ????? ?? ???? ??????,?? ???? ????? ?????? ???? ???? ????? ?? ???? ??????,?? ???? ???? ???? ???? ???? ????? ???? ?????
2,"?? ??? ??? ????? “??????"" ??? ????? ?????????? ?? ?? ??? ?????
","?? ??? ??? ????? “??????"" ??? ????? ?????????? ?? ?? ??? ?????
",?? ??? ??? ????? “????? ?????” ??? ????? ????? ????? ?? ?? ??? ?????
2,?? ?? ???? ???? ??? ???? ??? ???? ?? ?? ???? ?? ?? ??????? ,???? ?? ???? ???? ??? ???? ??? ???? ?? ?? ???? ?? ?? ??????? ,?? ?? ???? ??? ??? ?? ?? ?? ????? ?? ???????
2,?? ?????? ????? ??? ???? ?????? ??? ??? ???? ????? ??? ????? ??? ????? ??? ???? ??? ???? ,?? ???? ????? ??? ??? ??? ?? ??? ??? ??? ????? ??? ????? ??? ????? ??? ?? ???? ???? ????,?? ????? ???? ??? ??? ???? ??? ??? ??? ????? ??? ????? ??? ????? ???? ???? ??? ???
2,?? ???? ????? ???? ????? ???? ???? ????? ?? ??? ?? ????? ???? ??? ??? ??? ?????? - ?? ???? ??? ???? ??? ??? ??? ,?? ???? ????? ???? ????? ??? ???? ??? ??? ????? ?????? ??? ??? ???? ???? ??????,?? ???? ????? ???? ????? ???? ???? ????? ?? ??? ?? ???? ??? ??? ??? ??? ????? - ?? ???? ??? ??? ??? ???? ???
2,???? ??? ?? ??? ????? ??????? ???????? ,??? ??? ?? ??? ???????? ???????,???? ??? ?? ??? ????? ???????? ???????
2,?? ???? ?? ??? ?? ???? ?? ???????,?? ???? ?? ?? ??? ???? ?? ?????,?? ???? ??? ??? ?? ???? ?? ?????
2,????? ?? ????? ??? ???? ??? ???? ?? ??? ??? ??????? ??????,????? ?? ????? ??? ???? ??? ???? ?? ??? ??? ?????? ?????,????? ?? ????? ??? ???? ??? ???? ?? ??? ??????? ?????
2,"???? ????? ?? ???? ?? ??? ??? ??????? ??? ?????? ?????? ???? ???? ???? ???? ??? ??? 
",???? ????? ?????? ?? ??? ? ?????? ??? ????? ???? ?? ???? ???? ???? ???? ????? ???,???? ????? ????? ?? ???? ??????? ??? ?????? ????? ???? ???? ???? ???? ???? ????
2,"?? ???? ????? ?????? 
", ?? ???? ???? ??? ?????,?? ???? ???? ?????
2,????? ?? ????? ??? ?? ??????,????? ?? ????? ??? ?? ?????,?? ???? ??? ?? ??????
2,"???? ?? ???? ???? ?? ????? ??? ??? ???? ??
??? ?????? ???
",???? ?? ???? ???? ?? ??????? ??? ??? ???? ????? ????? ???,???? ?? ???? ???? ?? ????? ??? ??? ???? ?? ???? ??? ????
2,?? ??? ??? ???? ?? ??? ????? ???? ????? ???? ?? ???? ???? ???? ??? ???? ,?? ??? ?? ?? ??? ????? ??? ???? ??? ????? ?? ?? ???? ???? ???? ??? ???,?? ??? ?? ???? ?? ??? ????? ???? ????? ???? ? ???? ???? ???? ??? ????
2,??? ??? ?????? ??? ?? ?? ?? ????? ,??? ??? ???? ?? ??? ???? ?? ?????,??? ?? ????? ??? ?? ??? ?? ?????
2,?? ??? ?? ??? ?? ???? ??????,?? ??? ?? ??? ?? ???? ?????,?? ???? ?? ??? ?? ???? ?????
2,"???? ?? ???? ?? ?????? ???? ????? ??? ???? ???? ?????? ???? ???? 
",???? ?? ???? ??????? ???? ???? ??? ???? ???? ????? ???? ????,???? ?? ???? ? ?????? ???? ???? ??? ???? ???? ????? ???? ????
2,"??????? ???? ????? ??? ???? ?? ??? ??? ??? ??? ?? ??? ??????
?? ???? ?? ???? ??? ??? 
",?????? ???? ????? ??? ???? ?? ??? ??? ??? ??? ?? ??? ?????? ??? ???? ?? ???? ??? ???,??????? ???? ??? ??? ???? ?? ??? ??? ??? ??? ?? ??? ?????? ?? ???? ? ???? ??? ????
2,"??? ?????? ???? ??? ??? ???? ?????? ????? ????? ????? ???
???? ??? ????",???? ???? ?? ???? ??? ??? ?????? ???? ????? ????? ????? ??? ???? ??? ????,??? ????? ??? ??? ??? ???? ?????? ????? ????? ????? ??? ???? ??? ????
2,???? ??? ??? ?????? ????? ????? ?? ?????,???? ??? ???????? ????? ????? ??? ?????,???? ??? ??? ?????? ????? ????? ?? ?????
2,"??? ?? ????? ?? ??? ??? ???
???? ?????????",??? ?? ???? ?? ??? ??? ??? ???? ???? ??????, ??? ?? ????? ?? ??? ??? ??? ????????
2,"??? ????? ???? ???? ??? ?? ??
???? ??? ???????",??? ????? ???? ???? ? ?? ?? ???? ??? ???????,??? ????? ???? ????? ?? ???? ??? ??????
2,?????? ?? ??? ?? ???? ??? ??????? ??? ???? ???????? ???? ??? ?? ?? ???? ?? ????? ???? ??? ???? ??? ???? ,????? ?? ??? ?? ???? ??? ?????? ??? ???? ???????? ???? ?? ?? ?? ???? ?? ???? ???? ??? ???? ??? ???,????? ?? ??? ?? ???? ??? ??????? ??? ????? ??? ???? ??? ?? ?? ???? ? ????? ???? ??? ???? ??? ???
2,??? ????? ??? ??????,?? ??? ????? ??? ??????,??? ????? ??? ??????
2,"???? ???? ???????? ?? ?? ????????? ??? ????
",???? ???? ?? ?? ?? ??????? ??? ???,???? ???? ?????? ?? ?? ??????? ??? ???
2,"?? ??? ???? ????? ?? ????? ???? ?? ???? ???? ?? ??? ??? ???? ????? ???? 
",?? ??? ???? ????? ?????? ???? ?? ???? ???? ????? ??? ???? ????? ???,?? ??? ???? ????? ?????? ???? ?? ???? ???? ?? ??? ??? ???? ???? ????
2,??? ???? ??????? ??? ??? ????? ?? ?????,??? ???? ?????????? ??? ???? ?? ?????,??? ???? ??????? ??? ??? ????? ?? ?????
2,?????? ??? ?????? ?? ??? ?????? ???? ??? ???? ???? ,?????? ???????? ????? ?? ???? ???? ???, ?????? ?? ???? ?????? ??? ??? ?????? ???? ??? ??? 10 ?? ???? ???
2,?? ???? ?? ????????? ,?? ???? ?? ??????,?? ???? ?? ???????
2,??? ???? ?? ??? ?? ???? ?? ?? ??? ????? ???? ??????? ,??? ???? ?? ?? ???? ?? ?? ??? ?????? ???? ??????,??? ???? ?? ?? ????? ?? ??? ??? ???? ???? ??????
2,"???? ????? ??? ??? ???? ????? ???? 
",???? ?????? ??? ??? ???? ????? ???,???? ?????? ??? ??? ???? ?? ???? ???
2,"??? ?? ????? ???? ???? ???? ?? ?? ???? ?????? ?? ??????
",??? ?????? ????? ???? ???? ?? ?? ???? ??? ?????? ?? ?????,???? ?????? ????? ???? ???? ?? ?? ???? ????? ???? ???
2,??? ??? ????? ?? ,??? ??? ??? ??,??? ??? ???? ??
2,"?? ????? ?? ??? ??? ??? ??? ????
??? ?? ?? ????? ?????",?? ????? ?? ??? ??? ??? ??? ??? ??? ?? ?? ???? ?????,?? ????? ?? ??? ??? ??? ??? ??? ??? ?? ?? ???? ?????
2,"???? ???? ????? ??? ??? ???? ?? ??? ???? ?? ??? ?????? 
",???? ??? ????? ??? ??? ???? ?? ??? ???? ?? ??? ??????,???? ???? ????? ????? ??? ????’? ??? ???? ??? ?? ?????
2,???? ??? ???????,???? ??? ??????,???? ????? ???????
2,"???? ??? ????? ???? ????? 
", ???? ??? ????? ???? ???? ????,???? ??? ????? ???? ???? ????
2,?? ??? ???? ??? ???? ?? ?????? ?? ??? ??? ?? ??? ??? ??? ??? ,?? ??? ???? ???? ???? ?? ???? ?? ???? ??? ??? ??? ??? ???,?? ??? ???? ???? ???? ?? ????? ??? ? ???? ???? ??? ??? ??? ???
2,??? ?????? ???? ?? ?? ????,??? ????? ???? ?? ?? ????,??? ???? ?????? ????? ?? ?????
2,"??? ???? ???? ???? ???? ???? ???? ??????? ?? ???? ??? ??? ???? ???????
",??? ???? ???? ??? ????? ??? ????? ????? ?? ???? ??? ??? ???? ??????,??? ???? ?? ???? ???? ???? ???? ?????? ? ???? ??? ???? ??????
2,"?????? ????? ????? ?? - ??? ?? ????? ?? ??????? ???????
",?????? ????? ????? ?? ??? ?????? ?? ?????? ???????,?????? ??? ??? ????? ?? - ??? ? ????? ?? ?????? ??????
2,"??? ??????? ???? ???? ???? ?????????? ??? ??? ?????? ????? ?????? ??? ??? ?? ???? ?????? ????
",??? ??????? ??? ?? ???? ???? ???? ??????????? ???? ??? ?????? ????? ??? ??? ??? ?? ???? ????? ????,????? ??????? ???? ???? ???? ????? ??????? ??? ?? ?? ?????? ????? ????? ??? ??? ?? ???? ?????? ????
2,"???????? ?? “??? ??? ???? ????
???????” ?? ????
",?????? ?? ?? “??? ??? ???? ???? ???? ??????” ?? ?????,????? ?? “??? ??? ???? ???? ???????” ?? ?????
2,???? “??????” ?? ??????? ,???? ????? ?? ??????,???? “?????” ?? ??????
2,"??? ????? ????? ??? ???? 
",??? ????? ????? ??? ????,??? ????? ????? ??? ????
2,???? ??? ???? ???? ??? ??? ???? ????? ??? ???? ,???? ??? ???? ???? ??? ??? ???? ????? ??? ???? ,???? ??? ???? ???? ??? ??? ???? ????? ??? ????
2,??? ?? ???? ???? ??????? ??????,???? ?????? ???? ?? ??? ??????,??? ?? ???? ???? ????? ?????
2,"“????? ??? ??? ???? ??? ???? ??? ?? ??? ??? ?? ??????"" ?? ????? ??????
",“????? ??? ??? ????? ???? ?????? ?? ??? ??? ?? ??????“?? ????? ?????,“????? ??? ??? ?????? ??? ???? ???? ?? ??? ??? ?? ??????” ?? ???? ?????
2,"??? ??? ?? ???? ????? ???? ?? ??? ???? ???? ?????? ???? ????
",????? ?????? ????? ???? ???? ?? ??? ???? ??????????? ???? ?????,?? ??? ??-???? ????? ???? ?? ??? ????? ????? ?????? ???? ????? 
2,"?? ???? ???? ????? ???? ??????????? ???? ??? ?? ???? ??? ??? ?????? ???? ?? ??? ?????????
",?? ???? ???? ????? ???? ??? ????? ???? ??? ???? ???? ? ??? ???? ???? ?? ??? ???????,?? ???? ??? ???? ????? ???? ????? ????? ??? ??? ?? ?? ???? ? ???? ????? ??? ???? ?? ??? ???????
2,"??? ???? ?? ????? ???? ????? ?? ?? ???? ???? ??? ????
",??? ???? ??????? ???? ????? ?? ?? ???? ???? ??? ???? ,??? ???? ??????? ????? ????? ? ?? ???? ???? ??? ????
2,"??? ??? ???? ??? ???? ????? ??? ????? ???? ??????? ??? ??? ???? ?? ???? ??? ???? ?? ??????
",??? ????? ???? ???? ???? ????? ??? ???? ???? ???? ?? ??? ??? ???? ?????? ??? ???? ?? ?????, ??? ????? ???? ???? ???? ????? ??? ???? ???? ????? ??? ??? ???? ?? ??? ??? ????? ?? ?????
2,???? ??? ????? ???? ?? ??? ???? ?? ?? ??? ??????,???? ??? ??? ???? ?? ??? ???? ?? ?? ??? ??????,??? ??? ????? ??? ?? ??? ???? ?? ? ??? ?????
2,"???? ???? ??? ???? ?????? ?? ??? ???? ???? ???? ???? ?????
",???? ???? ??? ???? ???? ?? ?? ??? ???? ???? ???? ?? ???? ?? ?????,???? ???? ??? ???? ????? ? ??? ???? ???? ???? ???? ?????
2,?? ??? ?????? ????? ??? ????? ??? ?? ????? ????? ??? ???? ????,? ??? ?????? ????? ??? ????? ?? ?? ????? ????? ??? ???? ????,??? ?????? ????? ?? ??? ????? ?? ????? ????? ??? ???????
2,????? ?? ?? ????? ??? ??? ????? ?????? ????? ???? ????,????? ?? ? ????? ??? ??? ????? ?????? ????? ???? ?????,????? ?? ?????? ???? ??? ????? ?????? ???? ???????
2,??? ??? ?? ????? ???? ????? ????,??? ?? ?? ????? ???? ????? ????,??? ?? ?????? ???? ????? ???? 
2,"“?????? ???? ??? ????? ???? ???? ?? ??? ????? ????? ???? ??“ ???? ???? ??? ?? ????? ?? ????? ???? ?????? ????? ????
","“?????? ???? ??? ????? ???? ???? ? ??? ????? ????? ??? ??“ ???? ???? ??? ?? ???? ? ????? ???? ?????? ????? ????
",“?????? ???? ??? ????? ???? ???? ???? ????? ??? ???? ??? ??” ???? ???? ??? ?? ???? ???? ?????? ???? ?????? ???????
2,"?????? ???? ?? ???? ??????
????? ?????? ????? ???? ????? ??? ??????? ???? ???? 
","?????? ???? ?? ???? ??????
????? ?????? ????? ???? ????? ??? ??????? ???? ?????",?????? ???? ?? ???? ????? ????? ????? ????? ???? ????? ??? ??? ?????? ????????
2,?? ???? ??? ???? ???? ???? ?? ???? ?? ??? ??? ?????,?? ???? ??? ???? ???? ???? ? ???? ?? ??? ??? ?????,?? ???? ??? ???? ???? ???? ? ???? ?? ??? ??? ?????
2,???? ???? ?? ????? ??? ????,???? ???? ?? ????? ??? ????,???? ???? ???? ??????
2,??? ??? ?? ?? ???? ???? ???? ???,??? ??? ?? ?? ???? ???? ???? ????,??? ???? ?? ?? ???? ???? ????
2,???? ?????? ??? ?????? ?????? ???? ??? ???? ?????,???? ?????? ??? ?????? ?????? ???? ??? ???? ?????,???? ?????? ??? ?????? ?????? ??? ???? ??? ????
2,?? ???? ?? ???? ????? ???? ?????,?? ???? ? ???? ????? ???? ?????,?? ???? ???? ??? ???? ????
2,"“?? ??"" ?? ??? ??? ??? ???? ???? ???? ???? ????? ?????? ??? ?? ??? ?? ??? ????? ????","“?? ??"" ?? ??? ??? ??? ???? ???? ???? ???? ????? ?????? ??? ?? ??? ?? ?? ????? ????",“?? ??” ???? ??? ??? ?? ???? ?? ????? ?????? ??? ?? ??? ??? ????? ???
2,??? ???? ??: ????? ??? ?? ????? ???? ???????? ????? ???? ???? ????,? ? ???? ? ????? ??? ? ????? ???? ???????? ????? ???? ???? ????,?? ???? ?????? ??? ?????? ???? ?????? ????? ???? ???? ????
2,“???? ??? ?? ??????,“???? ??? ?? ??????,“ ???? ??? ?? ??????
2,“???? ???? ??????,“???? ???? ??????,“ ???? ???? ??????
2,“?????? - ???????? ????? - ?????? ,“?????? - ???????? ????? - ?????? ,“?????? ???????? ?????? ???????
